total_rooms,population,median_income,median_house_value
2342,1367,4.1167,215500
3419,2460,3.2823,228500
1038,578,4.9219,200000
1290,867,5.5486,218100
1133,523,6.213,230800
3310,1807,4.0185,200900
2335,1121,2.9891,205200
4013,2442,3.7655,197700
2838,1758,3.3831,197400
2067,870,3.1315,137500
1194,474,6.1001,298900
3418,1961,3.65,171400
812,494,3.25,350000
2421,1348,4.9394,217800
1347,676,3.8828,215400
1366,878,3.4,196900
2929,1618,3.6875,213200
1107,641,5.0599,216700
982,498,6.3214,220800
1380,690,3.8214,210900
1792,1131,2.4942,186300
2360,1479,4.3583,187200
1422,1057,2.3347,208100
4735,2600,5.0764,228600
2444,1848,3.0179,198800
1316,671,3.2969,220000
3136,1894,2.5564,171300
1561,1104,3.375,201900
2160,852,6.0531,287100
2811,1374,3.475,282500
1156,1880,2.2716,350000
2459,2720,2.8072,164700
1160,735,1.119,175000
382,272,1.425,212500
919,912,1.5903,165400
1021,975,3.125,168100
504,375,3.6607,160600
1039,719,3.0288,161400
1072,639,5.0275,179300
1514,855,3.6042,166400
1855,2568,2.5509,170800
1187,1003,2.4931,166900
1548,1535,4.5057,152400
2696,2330,2.9479,184600
1444,1038,2.3843,182900
1181,781,2.5625,153100
1408,1331,3.7014,179600
3291,1640,4.8981,166300
988,759,5.6047,205100
3903,2054,4.2731,218000
1317,679,4.6696,159500
1342,748,2.9231,45000
2964,2639,2.4833,157500
1368,1940,3.0789,350000
2176,1440,4.375,212500
1891,932,4.2759,238000
1731,1127,3.256,214300
1290,664,5.8461,227400
1589,735,4.5714,243200
2914,1500,4.9429,254800
4602,3003,3.6771,172200
1672,891,4.8611,231900
1068,514,4.0735,208700
1117,496,4.3269,224700
2856,1499,3.63,183400
2726,1513,3.7917,197400
729,488,4.7667,195200
1153,884,5.2384,177400
1416,980,4.7772,182500
1996,1409,4.7738,180000
2176,1632,3.707,180400
1199,730,3.6422,209400
1724,943,5.118,195200
1941,1021,4.4663,183900
2749,1367,4.025,240700
2970,1869,4.3636,201800
2642,1702,3.5268,174700
1831,809,4.5179,177100
3002,1495,3.1087,202800
2782,1749,4.1276,153800
2142,946,3.7059,146300
383,487,3.975,162500
1530,883,2.8835,196500
2281,1510,2.8625,189600
3284,3257,2.4526,182900
161,157,2.2,153100
38,66,4.1667,162500
3528,2304,2.582,181800
3751,2281,3.7201,183100
897,479,5.152,215600
4022,2457,2.8042,206300
2406,1753,4.485,180600
3179,2526,3.3281,180800
2064,1384,4.5263,169000
2470,1589,3.1801,190500
2301,2272,3.9566,167800
2114,1077,5.4876,227500
2356,1659,4.1115,179700
2161,1503,4.3036,191400
2985,1614,5.4631,225600
3268,1704,3.6849,211400
3679,1820,3.6531,143500
4273,2300,3.5313,213000
2695,1888,3.2857,213300
2825,1908,3.9798,187500
2456,1289,4.1818,224200
7399,3554,3.1049,173900
3148,2110,3.9479,203800
4255,2901,3.2636,180200
1984,1119,3.4821,231300
2398,1261,5.2816,221800
1493,811,5.244,218000
2362,1185,4.425,188400
2584,1233,5.6935,218300
4115,2184,3.9536,191000
1813,1170,2.0677,214500
1330,658,6.37,229200
2757,1811,2.8,214300
2912,1625,4.4667,190600
1654,905,4.6389,214600
1219,634,5.237,215700
4179,1902,4.7986,236500
2169,1018,4.3906,231300
2627,1409,4.7731,199200
2363,1240,4.0909,190800
3592,2138,5.2129,193400
1785,1033,4.5739,190500
3692,2683,3.1726,198700
2737,1877,2.8622,184300
4417,2759,4.25,170300
2729,2223,4.0362,177900
4380,2187,3.9018,182300
3614,3282,3.522,190300
4297,3596,3.045,184000
1654,1065,3.4837,186500
3553,2017,2.9726,133800
714,654,4.5052,170800
2964,2235,3.2591,175900
2880,1806,3.8056,171100
299,163,3.0125,166100
3157,1842,4.5833,190700
2136,1528,2.4931,236100
2296,1376,3.7303,188500
1520,658,4.875,269300
1476,1114,4.1917,181800
989,691,3.2632,180900
4398,2777,4.1321,222800
1988,1277,2.9414,162200
1295,856,2.7157,350000
2244,1543,2.6618,179600
2081,1617,3.4955,160900
2252,1576,3.6333,169800
1862,1301,3.1771,194000
3236,2034,4.0955,174200
1518,1086,4.32,196900
1386,901,4.7464,187500
1328,1012,4.2813,189500
2520,2126,3.7734,193900
2509,1814,2.7986,176100
1829,1703,4.1295,188000
2512,1861,4.2386,184200
1441,1233,3.7232,176200
3956,3196,4.3512,191400
5268,4480,4.015,186700
1323,852,4.6167,237300
2300,1625,2.78,196300
1983,1098,6.6355,276100
2027,1405,5.1416,231400
1712,1036,4.0508,183900
3361,2709,3.9107,190700
1564,973,3.75,190400
3202,3308,4.1577,174100
1380,1472,4.2219,162800
2448,1666,3.5967,141600
3341,3381,3.371,161800
2884,2613,4.05,177900
2325,1511,3.3629,137500
1920,1413,4.0313,147500
2577,1849,4.4732,194800
2002,1726,3.9613,182300
5556,4545,3.0902,190400
7531,5254,3.8506,167400
784,662,2.8438,174300
4413,4818,2.8594,215100
893,1149,2.6442,156300
790,1196,3.0625,142800
2346,3842,3.0635,160000
1206,677,3.9219,142600
1654,1843,3.1403,153000
639,666,3.3017,87500
4620,3385,3.1773,186500
1639,2513,2.1838,159700
715,1394,3.3846,162500
5321,4011,4.3882,189300
3662,3009,3.9816,179500
4248,3118,4.2222,207200
4197,2468,5.2563,211400
2768,1182,3.7162,201200
1393,976,5.4485,225200
3576,1846,5.9838,271900
1989,1401,4.1603,160500
2308,1101,4.4766,230000
1967,1251,3.6696,218800
1905,1098,4.8611,229600
1374,731,6.0905,224800
1722,865,4.6452,273800
2004,1085,4.7656,230700
2594,817,2.3674,219200
6517,3441,4.25,152100
3653,1930,5.7301,260900
1417,817,4.875,230400
2249,1311,5.0287,265000
1732,1115,5.5312,239200
1028,340,3.6364,252800
1611,554,3.0417,137300
1799,810,8.289,372400
1787,639,6.8226,329800
2785,1086,7.3719,337400
3335,1500,3.7315,197900
1027,436,4.2159,211300
3592,1598,6.5501,294900
1851,792,3.8187,137500
1735,784,4.2566,139200
2814,1439,3.599,262000
2097,1217,5.7121,222500
1694,885,5.0875,224200
1783,1025,4.1484,230000
3479,1454,6.6324,347600
4154,2130,7.2845,301800
2991,1437,5.4286,273400
3107,1688,5.9582,288000
3929,1858,6.8645,318200
4021,1872,6.7919,295600
4461,2095,7.6709,319500
1692,934,4.4728,205800
5147,3171,3.9929,225800
3318,1520,5.5501,274200
4328,2243,5.5702,342600
6058,3285,3.4133,290900
1624,782,4.5962,304500
2781,1242,6.1092,306500
3695,1779,5.9449,276500
2775,1581,4.1366,158800
4827,2471,6.1181,284500
4269,1954,6.9261,284600
5781,2585,5.343,231900
3957,1774,7.0907,350200
4112,1886,6.799,292000
5127,2142,7.8195,390500
4417,1865,5.3428,279300
2622,1103,4.725,289600
3123,1319,6.091,290400
2500,1242,7.7313,316700
3451,1736,6.3749,278000
3430,1601,5.6825,264600
2553,1337,5.3737,252900
3273,1645,5.8195,286100
2017,1063,4.0345,229400
1997,952,4.4148,239200
3386,1715,3.7479,213000
2437,986,5.7117,247200
3906,1809,5.6765,265100
3914,1871,5.8541,281500
5143,2209,7.0173,382100
5925,2302,7.5699,333300
5379,1826,7.0151,350600
2379,988,5.3674,339300
2482,960,6.1572,344000
4462,1943,5.7395,289800
2030,910,7.8453,343300
3603,1549,4.0229,363100
2054,836,6.8939,383900
3698,2046,6.2984,269800
3833,2192,3.4679,219700
2826,1738,6.0494,240400
3109,1891,5.2655,243100
5664,2493,5.8252,264700
3527,1615,6.1624,279400
4466,2166,6.979,330700
6090,1974,2.8061,180300
3396,1542,7.3982,369100
4177,1704,6.2473,281900
2603,1265,6.8039,332900
4508,2221,7.3731,390800
1616,700,5.5105,232100
2902,1125,5.888,447700
3581,1644,5.041,397600
4559,1949,4.355,429200
4041,1689,4.2289,442700
2548,755,2.8352,408300
4000,1999,4.7245,273600
2024,1047,3.5848,186900
3141,1729,4.2165,234600
3305,2272,3.4899,216700
3808,1776,4.625,282200
2228,1122,4.0385,350000
1692,903,3.5859,262500
2809,1260,3.2353,252900
1330,613,4.6591,353100
3155,951,3.0625,268800
3969,1508,4.3409,271400
7017,2427,10.1154,477700
5241,2048,6.4858,285400
3712,1521,4.8125,387800
4808,2422,4.0121,279700
1994,3031,2.7614,237500
1600,1803,2.7865,216700
5554,2408,5.3886,331900
5069,2473,6.3047,285700
8844,4404,4.4453,267800
4095,1766,6.7418,302500
6393,2743,5.1384,336900
5203,2465,5.163,261000
7141,3418,4.6649,237800
2104,1181,3.8365,250900
2236,809,6.7395,342800
3182,1770,3.1912,220800
1787,801,5.5514,255700
2801,1473,4.2875,134800
2127,1338,3.628,188500
6565,3079,4.7515,295600
3856,1741,7.248,302700
945,337,11.5199,500001
4013,1999,4.625,248800
1476,886,5.3259,216400
2480,1441,1.6705,350000
2598,1184,5.8623,287800
3244,1259,7.7854,395300
1483,738,6,271400
5126,2429,9.5268,437900
4494,2222,4.7821,169400
2673,1192,4.1862,188900
1836,942,4.0238,182500
4770,2261,5.883,295100
4014,1605,6.0102,396900
6239,2615,6.6188,380000
997,531,4.7773,400000
2569,785,5.4011,346400
1222,565,4.8482,500001
1671,871,4.6369,422200
1608,592,5.0926,390500
2119,872,4.537,495500
1310,563,4.6528,457100
1258,645,5.0476,500001
2035,934,4.2287,500001
1240,513,4.9044,485000
1179,369,5.1824,500001
1397,491,8.7397,500001
4573,1619,5.7704,500001
4150,1424,8.8281,461600
4311,1426,9.8177,500001
1822,643,9.8346,401700
2665,964,15.0001,500001
4392,1490,10.5424,500001
2021,696,7.1673,340700
2472,1301,5.0699,266100
1875,900,5.2589,226100
5416,2260,3.8038,174500
1388,515,1.8015,62000
2461,971,2.1944,87500
2013,664,2.2708,67500
3083,960,1.9074,68500
1995,743,1.4617,46900
1625,533,1.808,58500
5359,1829,1.7675,61300
1967,692,1.6111,54300
996,366,1.2813,46700
529,193,2.0952,71300
2301,847,1.7208,67500
1876,1499,2.925,176000
3380,2269,4.525,186000
1382,1977,2.7589,137500
2767,1148,6.394,316700
2905,1781,4.25,214800
2989,1596,5.7157,231200
4650,2503,5.742,221900
2070,878,7.0879,338800
3757,1291,5.2001,235600
2532,1274,5.3559,235800
3842,1961,6.128,248200
3711,1902,5.5599,234100
8110,3613,6.0609,264900
3865,2670,3.8158,180000
1264,783,3.3438,199600
1859,1314,3.0909,184400
3443,2257,4.7404,207500
4065,1960,4.506,240000
4636,2341,4.4261,304700
5239,2440,4.375,248100
4232,2408,6.6539,284900
1312,922,3.1902,202400
3215,2066,4.0194,197400
1572,1351,3.369,190900
2545,1468,1.9439,177700
3024,2357,3.3125,191800
1553,1988,2.1375,150000
1880,967,4.4545,192500
2343,1537,5.1345,210600
2115,1253,5.1507,207500
2683,1520,5.0091,211500
1759,1404,3.6289,195800
1387,890,5.422,204100
1771,995,5.8362,217500
2072,1249,3.9855,191900
2141,2038,2.2981,177700
1324,687,3.4327,192800
1982,1426,3.0263,194200
2401,1155,3.5139,211700
1120,982,2.9083,179200
1250,1047,3.0625,208800
3803,1511,3,221200
586,232,5.2077,181300
2000,880,5.635,218900
3810,1818,5.8053,255900
2980,1370,5.0866,223500
4061,1623,7.1572,294900
5321,2932,5.8914,237600
3191,1718,4.1548,216600
2460,1277,5.4372,223200
3375,1754,5.5446,228900
2648,1160,5.9357,207400
2001,836,5.1061,257500
2343,1166,6,233100
3554,1600,6.6453,270100
3642,1623,5.8426,259400
3715,1640,5.7705,247100
3675,1457,6.0553,369400
3486,1311,7.1221,384500
2840,1127,7.6144,376200
2146,852,6.6137,342700
2473,967,5.8283,362400
4231,1694,6.6312,360100
2287,1051,5.5767,372000
2879,1109,6.9324,364700
5321,1969,5.0102,340100
6368,3281,6.1142,240400
2663,1499,5.7837,258000
84,32,5.875,193800
2956,1379,8.4952,359600
4021,1488,5.32,219500
3414,1272,8.7015,390900
3112,1098,6,353500
2356,937,6.6264,359100
4048,1637,7.3463,355600
2685,1359,5.0261,245100
2196,1215,4.8,196900
4422,1936,6.4288,320700
1892,1015,4.1379,212500
1379,937,3.6217,195300
2439,1161,3.6442,193100
1863,1260,3.2465,277400
6623,3193,4.5395,256000
4890,2295,6.983,329700
4526,2318,4.6681,320700
4105,2072,5.844,273900
1488,972,4.055,201900
1548,732,5.123,159600
2637,965,4.5833,190900
3497,1839,5.4216,263000
2711,1305,8.5407,398800
1391,810,3.8792,218200
1189,577,3.3155,237500
1851,770,5.6093,244400
2178,1077,3.6815,245300
2662,1275,6.0162,318500
2485,1286,4.7466,258300
1139,665,3.2933,260000
3203,2072,4.225,198400
3030,1668,4.625,229600
768,529,3.175,132800
5290,2812,4.53,226400
4316,2286,5.7018,286700
3941,1897,4.88,343900
2997,1323,8.6123,386700
1973,1112,3.8512,163800
3983,1568,4.6458,213400
4057,2204,5.8527,241000
2990,1849,5.6846,216100
2523,1377,5.2542,234600
3635,1779,5.7089,237400
1795,1014,4.535,289300
2233,1162,5.6094,279200
3132,1646,5.777,315900
2856,1212,6.1737,313100
3628,1922,7.5057,328500
1831,1347,3.8426,344400
3963,2104,4.9803,208600
3740,1724,3.9628,215600
3857,2328,4.0156,196000
3616,2257,3.1497,217600
2052,1173,3.7885,204500
3897,1992,4.1591,192300
5238,3032,4.4583,190100
3482,2227,5.1155,200900
2342,1290,5.6677,220700
1922,1030,5.3416,213000
2320,1434,4.0865,203700
5495,2873,3.9156,224100
2064,1265,3.8864,209300
3061,2396,4.6326,195200
1078,575,4.5083,188000
2307,1218,3.4306,194200
4097,2112,4.5,202100
4166,2354,5.1775,213400
3473,2091,4.4821,214100
4781,2568,5.4746,226400
1138,725,3.4167,187200
1948,957,4.9777,212600
2053,1154,4.0455,197200
1162,563,3.875,203000
1661,949,5.2548,192600
2079,1379,5.103,207000
1549,885,4.0039,195100
2641,2413,2.8169,165100
6348,4188,3.139,185700
3540,2898,3.0252,178000
1624,755,4.7083,268100
1434,1088,3.369,269600
2298,1261,4.2422,159400
1461,986,3.9559,161100
2628,2276,2.735,170800
1689,1260,3.1205,174000
2086,1356,2.95,165600
2334,1662,3.0147,217000
1239,869,3.59,161900
2303,1607,2.9,176100
2939,1278,7.1425,393700
3401,1503,6.6704,240600
5195,2539,4.5033,160500
2111,979,8.5621,347800
1851,764,5.1315,181800
1740,1158,2.8649,137500
1344,530,5.0731,185100
1454,635,6.2427,218500
3801,1992,9.0683,367400
2003,1172,6.0394,321600
923,420,10.2252,462800
1849,218,1.7083,143800
2979,316,2.1987,124000
2213,98,1.1912,170000
2146,197,4.1316,200000
2171,248,3.0375,171900
2484,309,3.9722,127800
1703,354,3.6563,146900
1684,454,2.9125,145800
1669,163,5.75,176600
1382,141,4.1016,283300
2839,390,3.5667,179200
3824,241,5.5456,360000
1480,202,3.9375,213200
1703,409,3.087,196900
2245,421,4.5795,158300
3005,385,3.1193,153300
1746,251,4.8182,146900
3729,365,4.962,169500
2459,584,3.01,163500
2369,510,2.65,123800
2237,264,4.1364,154500
1602,751,1.7609,99300
2309,919,3.0057,93600
1347,825,1.8269,225000
1930,307,2.6023,139300
7689,3264,3.653,146800
806,326,2.8155,101000
1048,493,2.2917,118200
1117,551,2.6319,97700
6501,2954,2.5373,143000
3436,1568,2.4273,138400
7635,3096,4.2917,184300
3471,1680,2.6701,139000
1280,523,1.7375,122200
2024,879,5.2903,239400
3949,1683,3.3802,216500
1127,530,3.0917,128100
1654,787,4.2723,193100
2509,1037,6,220100
3353,1417,5.1721,237100
10282,3868,6.4789,287800
771,315,8.4882,276600
2750,1161,4.2143,236500
1816,832,5.07,233000
2104,745,4.1685,217500
3480,1432,6.1642,277800
2541,1276,5.1857,220100
1608,792,3.1583,239200
4552,2006,4.3962,264400
2028,781,6.5322,394000
4897,1931,7.7499,334800
1584,613,6.0302,273100
2807,1201,4.7941,247600
9137,3667,5.4896,229600
3605,1556,4.9,203700
3869,2086,2.6065,154900
3323,1527,5.3451,172100
7173,3526,3.3941,135900
4223,1747,5.419,267400
4664,2105,6.0804,198700
7277,3507,4.485,179400
4812,1985,2.5083,128500
4384,1775,4.05,134700
5558,2717,3.6455,139200
2253,1050,3.141,220100
1449,670,4.3897,186300
4185,2147,4.0519,129200
3903,2313,2.655,86300
493,189,2.108,83800
4374,2387,2.3611,87900
20214,8361,4.2259,169300
2901,1276,2.1366,101900
1292,647,2.7188,85300
1198,443,6.0097,187500
3819,1738,5.8718,201400
9003,4445,3.816,147900
1851,1049,3.5288,141100
549,249,0.8691,136500
3813,1513,2.0807,142600
3418,1312,6.3914,218000
12259,4819,5.4498,217300
5094,1974,5.5205,188700
2615,1063,3.7904,173200
1419,706,3.1875,110200
907,463,2.2292,92000
2521,1390,3.5265,124800
3118,1405,6,209400
3691,1758,3.5607,151900
4114,2268,4.4085,139400
4488,2114,2.9484,124400
3568,1714,4.0862,162700
3155,1630,4.0282,126400
1210,726,2.7083,82100
2531,1206,4.4958,192600
2094,1092,4.4769,191400
2019,1104,3.1691,108700
1297,765,2.7656,93600
653,407,3.3889,110800
1750,1012,3.4706,99300
1529,793,2.9866,91300
5927,3369,2.8194,111300
2069,889,4.6771,212000
4064,1847,3.0321,135500
2558,1149,4.0679,190500
410,706,1.0179,125000
5301,2335,4.515,164000
2144,899,3.3021,158800
4145,1872,4.3553,220600
2544,1199,4.5129,196300
3888,1830,1.8238,158600
1475,943,2.1287,55300
2267,1140,4.7019,212800
3676,1572,4.8214,201900
1467,688,5.2536,191900
1106,505,5.0126,192300
1931,1271,2.7463,156100
4239,1729,2.4278,167700
1710,839,4.7143,150700
1931,1009,2.75,153200
2289,1182,2.3696,166800
3403,1540,3.6354,162900
4059,1874,4.8051,174300
4786,2066,3.9734,185400
170,93,10.9891,312500
2691,964,3.9196,142700
1819,736,2.8603,128900
4126,723,3.0147,118800
868,44,3,175000
10098,701,4.0819,141300
8259,845,3.3699,244000
2069,909,2.5326,139100
4570,2125,3.0403,148000
3758,1744,3.1972,151500
2220,912,1.8914,87800
2023,922,2.8125,83500
1511,791,2.0221,70900
2679,1424,2.8812,81900
1349,601,3.5417,96600
1666,816,2.9559,118800
383,202,2.6458,102500
1017,387,2.2656,88200
1291,582,2.1216,102000
3763,717,2.2019,130500
1955,294,3.9583,126500
1116,27,2.5893,83000
2534,638,2.2101,88800
1234,543,2.5156,71900
513,204,2.375,100000
2149,965,1.7829,55900
3406,1567,2.2717,75900
1262,510,2.1667,92800
785,366,3.0625,82500
1334,597,2.2132,89200
1629,641,2.2067,69600
3127,1345,1.5774,58000
725,219,1.625,75000
897,276,2.9554,89400
958,28,2.625,67500
1597,632,3.5962,93600
3229,1501,2.1524,77100
1572,247,5.8453,193800
919,69,1.6944,137500
1127,215,3.4844,143800
1717,501,3.6477,113400
1944,384,1.6875,111500
5156,616,3.3462,145200
1214,723,2.5469,87800
1178,804,2.9688,92900
730,476,2.4306,88900
1248,770,3.025,90600
4592,2769,3.3622,105100
1386,703,3.6415,124200
2881,1470,3.3687,123800
1797,905,2.7054,141700
2274,1167,2.0284,101600
2337,948,3.145,169100
950,383,3.0694,125000
2862,1878,2.1151,96700
1157,2027,1.6389,155000
642,462,2.1528,162500
1342,844,1.1194,95800
917,666,1.685,114200
1680,1570,2.0436,82300
3676,2653,2.5804,92400
1156,877,1.4514,79900
1166,976,1.95,84800
201,130,2.025,125000
131,89,2.6071,112500
4163,3928,1.6943,85900
3960,2807,3.024,122500
1625,1212,2.7596,82200
2070,1851,2.4667,80700
3974,1398,7.2519,216600
2396,951,8.2405,235200
1650,557,7.6632,204800
9286,3565,6.6635,219600
9376,3570,8.5326,315200
3307,1269,4.3176,136200
2953,1406,2.6895,150000
1992,948,3.2917,129300
1806,709,3.575,125500
1915,1060,3.4044,117900
1383,649,5.0194,148900
1707,660,3.8618,134800
2837,1393,2.3798,118800
4481,2398,3.864,123400
2316,956,4.337,157800
124,50,12.5381,112500
3747,2399,3.8682,116500
914,556,3.7344,115300
2189,866,3.1384,111500
1979,954,2.4408,117300
1586,675,2.9583,132100
1462,849,3.0542,123900
4251,2494,2.8173,110800
2275,1691,2.7452,98100
2341,1272,3.0208,112700
3153,1544,3.4491,133800
1380,598,3.1667,122900
1599,721,4.125,120700
633,292,1.1601,121400
2527,1344,4.0833,114400
2215,771,4.3542,142600
1682,706,4.0966,140100
2468,1164,4.0625,136800
3014,1832,4.8333,127900
3306,1742,3.7109,109100
1198,1019,3.0509,82700
1468,1168,2.2222,81300
793,669,4.0156,89300
987,551,3.5865,112000
943,466,3.1458,116000
2074,911,2.87,117600
3181,1603,3.25,112500
2885,1509,3.1795,125600
4179,2096,2.4435,118500
2420,1383,3.5403,113500
1764,1094,4.1528,113900
2284,1425,4.0526,104500
2386,1176,4.5122,113300
4836,3012,2.1865,129300
1273,686,2.4922,109400
1577,880,4.6327,116000
3539,1987,2.1023,103700
2349,1479,3.9118,114100
2992,1521,3.9128,126900
1814,903,4.1776,118700
1371,715,4.375,129900
5998,3185,3.2731,113900
2433,1466,3.0437,110800
2320,1358,3.7333,121400
2552,1840,2.2548,113300
2886,2327,2.3851,113700
1263,508,3.6667,314100
4487,2609,4.2788,148700
14281,7540,4.3222,138000
80,55,7.7197,193800
1858,1311,2.7083,87800
1231,841,2.6442,92000
3084,1753,3.05,97800
5455,3015,4.2321,162800
2316,1829,1.6955,86800
1192,1013,2.0742,76200
2228,1697,1.9052,83400
2634,1376,4.2589,152200
10072,5913,3.0606,119500
3042,1720,2.76,95200
2101,1150,3.0909,98300
2372,1647,1.4719,88600
1617,1153,3.016,96600
3307,1738,4.566,116900
9966,5008,4.5625,171300
1929,1237,4.4063,128500
2050,1153,4.84,116400
2451,1785,3.3966,115000
2727,1691,4.8371,160600
2394,1291,4.2099,138700
12106,5810,4.9886,158100
2000,1361,4.369,121100
2051,1466,3.6711,108200
3736,2021,4.4545,142400
7779,3996,2.1764,135300
6751,3266,3.8529,145500
3791,2258,3.2067,124700
13562,7600,5.2759,182900
1293,774,3.8906,141000
1430,872,4.0833,141000
352,184,3.6691,137500
256,101,5.3269,375000
2925,1921,3.1859,153100
3583,1587,2.6979,75000
5675,2834,4.2263,203200
5398,2672,4.4762,163900
266,136,1.625,164300
575,318,7.0215,257100
1240,519,7.5408,271900
3196,1581,5.9333,229400
10223,5205,5.4872,203400
3797,2369,3.5525,137600
693,365,2.3417,191700
2999,1396,5.6973,164800
17978,7305,5.1695,220800
1864,1006,7.2379,251000
5187,2725,4.1865,154300
2807,1653,4.8167,163300
1839,871,3.4459,198800
2290,728,6.1561,233500
4157,2036,6.155,246400
2620,1324,5.3735,214600
338,200,7.8118,244200
4741,2903,4.3723,135600
5364,3754,3.2857,139100
2529,1504,2.9821,115600
2101,1061,4.55,146800
9016,4285,4.9984,169100
1565,1142,3.6979,99600
6248,3795,4.1264,124600
7923,4861,4.2985,139200
932,711,4.8214,143400
2481,2411,1.7059,85800
559,532,3.0687,88500
1891,1693,2.7813,112900
1625,1046,3.1985,117300
2787,1684,4.0256,127100
4112,2821,3.0122,114700
4780,3043,3.7431,132800
713,476,3.5208,121100
919,724,3.4028,110500
2086,1501,3.2311,105600
1566,1056,3.5227,105400
2191,1564,2.6776,122000
3869,2500,3.6583,126100
2970,2156,3.9522,124600
3491,1920,2.2241,127300
9738,4936,3.3187,144800
10395,6295,4.7295,149900
10235,5271,3.6071,159100
3611,1869,4.2207,141100
2589,1109,6.8089,334100
5418,2690,4.0556,158000
3044,2541,4.131,123800
722,770,2.5656,102500
2855,2453,3.1312,91000
6755,2866,5.0493,239800
838,722,2.4861,96200
1731,1269,2.3654,107900
2472,2143,2.2372,108800
2076,1374,2.2197,138200
1196,1052,2.0682,113000
1755,1453,2.316,119400
679,769,2.3036,110600
765,590,1.6875,113500
3586,2695,2.4387,117000
3239,2751,2.6111,107000
1739,1235,2.2969,116100
621,443,2.3333,122800
1786,939,5.1929,165000
2772,1685,5.0464,163900
701,356,3.2917,144300
1511,773,3.5313,142100
8207,3887,4.8686,195300
895,346,5.4788,339300
16431,8222,5.2861,195100
202,75,4.125,216700
502,228,4.2386,500001
6538,2928,5.3006,221400
6964,3240,5.2898,177100
8136,4976,3.9414,137100
8010,3920,5.536,204800
6450,3716,4.2721,150300
2949,1671,5.195,161000
7626,3823,3.4419,138100
17470,5964,6.2308,257900
688,575,3.55,111000
2397,1347,4.46,189800
2191,1156,5.5362,195600
5846,3258,4.7965,160800
3776,1877,5.1365,215000
2857,1361,4.6875,189800
12837,4636,5.1512,187800
2678,1225,5.363,211300
3964,1707,5.1624,267900
5600,2573,5.0346,240500
1171,659,3.1103,110000
2300,1001,5.1045,161300
3991,2317,2.9542,127900
3498,2372,2.3229,118000
4770,1985,4.2273,295200
1954,973,4.4875,249100
7538,3450,5.4625,223600
1159,523,2.7232,123200
826,440,4.8125,173900
6982,5650,2.5379,152700
6437,2805,4.1883,184500
3216,1363,3.7585,144500
4589,1660,7.4141,236500
7910,3382,5.5563,214500
11232,4218,5.2713,216500
1417,881,1.9531,162500
152,1275,1.625,162500
321,214,3.175,101600
17286,9851,1.7579,103400
5464,2400,4.711,133500
3420,1502,3.4896,140300
18767,8805,4.6667,160600
3707,1938,2.725,95300
2683,2047,2.275,85400
3021,1580,4.4063,129900
6617,3710,4.7877,132600
13195,6763,3.5851,142000
13096,6780,4.2775,138700
9179,4573,5.253,163300
8403,3962,5.2174,155500
4873,1947,6.3223,223200
18356,8437,5.6409,197700
972,773,1.3125,135700
3623,2721,2.1574,86900
8443,4885,3.0907,127200
337,115,3.1042,164800
1569,1123,1.6111,113900
7105,4520,3.2705,113200
10110,5804,4.2654,137600
9812,5595,4.1482,124600
11654,7596,4.0473,127200
11775,6686,4.1953,136600
2405,1594,3.0789,114200
5104,3513,3.2148,117000
16884,9509,4.0938,130900
10002,5439,5.0223,152600
3236,1610,4.7568,143500
8302,5155,4.0467,121500
1611,275,3.5781,244400
21060,9623,4.189,143000
56,39,2.625,500001
1031,606,2.8194,136300
77,64,4.6,187500
1265,621,3.6618,161300
1424,681,4.0833,100000
4198,1943,3.9052,122100
9911,5145,3.4237,113700
8476,2711,2.1848,97900
5528,1674,2.5335,110100
5373,1573,1.9912,98600
4210,1283,2.0881,83300
6323,1984,2.3276,92400
5783,1990,1.9014,83500
6484,3295,4.5881,136400
26322,9360,5.3238,228900
5156,2294,3.58,113400
3659,1476,3.8869,125900
1869,1007,3.125,117200
7401,2826,4.1386,177300
939,557,2.375,145800
2715,1540,3.8036,139600
1914,930,4.1875,161200
1771,935,4.065,148200
1697,808,1.3417,169300
4174,1845,2.2618,96100
4934,2508,2.625,155400
1810,931,2.5221,109200
2813,1345,2.5847,145300
4496,2044,3.2778,148800
5284,2703,4.0717,126500
1974,1276,1.972,90500
4928,2132,2.7983,112500
4799,1966,2.1182,71300
6305,2489,3.1319,111500
2381,1323,2.6322,140700
3318,2016,2.2969,89300
3465,2672,1.9767,81500
2108,1666,2,83000
4173,2393,2.4662,118300
3196,1757,4.0982,173300
4249,2405,2.1549,146500
6907,3665,2.8401,104200
3173,2204,2.1484,129200
2876,1859,2.0878,101300
2248,1207,2.817,110000
1161,640,2.1667,114600
6529,3464,5.3275,168700
4345,2425,3.2481,123800
2591,1255,3.1513,154300
981,596,3.1832,157400
1229,581,3.102,111300
4376,2667,1.9194,100600
516,282,4.2788,125000
13288,7235,3.375,131800
10145,4776,2.2423,132600
6859,3405,2.5395,109200
16010,7139,3.8056,162200
4573,2513,2.6949,163600
446,188,9.4356,465600
4097,2082,3.2258,159300
1652,725,3.5125,155600
1481,757,3.235,210700
7722,2975,3.6273,150900
30450,9419,4.5936,174300
2744,1223,4.7944,215300
2569,1232,4.3651,145600
20391,7132,3.9443,187300
4952,2912,3.7538,147500
3471,1541,4.8083,347700
2802,1155,4.125,392100
1868,750,4.3833,307600
1972,964,3.244,337200
